paper_id,source,cell_type,original_symbol,old_decision,gate1_status,new_decision,action,marker_id,reason
DOI_10.1038_s41586-021-03929-x,A_exclude,CD34hi vessels (co-localizing with CXCL12+ cells),CD34,exclude,pass,include,appended,M01367,CD34 is used to identify this CD34hi vessel population in the imaging analysis.
DOI_10.1038_s41586-021-03929-x,A_exclude,CD34hiCXCL12-associated arterioles,CD34,exclude,pass,include,appended,M01368,CD34 is used in the figure legend to define CD34hiCXCL12-associated arterioles.
DOI_10.1038_s41586-021-03929-x,A_exclude,CD34hiVEGFR2lo branching vessels,CD34,exclude,pass,include,appended,M01369,CD34 is part of the marker combination used to identify and name this vessel population.
DOI_10.1038_s41586-021-03929-x,A_exclude,CD34hiVEGFR2lo branching vessels,VEGFR2,exclude,pass,include,appended,M01370,VEGFR2 (KDR) is part of the marker combination used to identify and name this vessel population.
DOI_10.1038_s41586-021-03929-x,A_exclude,CD34hiVEGFRlo metaphyseal vessels,CD34,exclude,pass,include,appended,M01371,CD34 is used in the figure legend to define the metaphyseal vessel population.
DOI_10.1038_s41586-021-03929-x,A_exclude,Erythroid colony,GYPA,exclude,pass,include,appended,M01372,GYPA is used as the positive marker to identify erythroid colonies in culture.
DOI_10.1038_s41586-021-03929-x,A_exclude,Erythroid colony,CD45,exclude,pass,include,appended,M01373,CD45 negativity is part of the flow-based identification of erythroid colonies.
DOI_10.1038_s41586-021-03929-x,A_exclude,HSC/MPP,CD34,exclude,pass,include,appended,M01374,CD34 is used in FACS gating to define and isolate HSC/MPPs.
DOI_10.1038_s41586-021-03929-x,A_exclude,HSC/MPP,CD38,exclude,pass,include,appended,M01375,CD38 negativity is used in FACS gating to define HSC/MPPs.
DOI_10.1038_s41586-021-03929-x,A_exclude,HSC/MPP,CD117,exclude,pass,include,appended,M01376,CD117 (KIT) is used with CD34 to identify HSC/MPPs and progenitors in tissue.
DOI_10.1038_s41586-021-03929-x,A_exclude,HSC/MPP,CD45RA,exclude,pass,include,appended,M01377,CD45RA negativity is used in FACS gating to define HSC/MPPs.
DOI_10.1038_s41586-021-03929-x,A_exclude,LMPP/MLP,CD34,exclude,pass,include,appended,M01378,CD34 is used in FACS gating to define LMPP/MLPs.
DOI_10.1038_s41586-021-03929-x,A_exclude,LMPP/MLP,CD38,exclude,pass,include,appended,M01379,CD38 negativity is used in FACS gating to define LMPP/MLPs.
DOI_10.1038_s41586-021-03929-x,A_exclude,LMPP/MLP,CD45RA,exclude,pass,include,appended,M01380,CD45RA positivity is used in FACS gating to define LMPP/MLPs.
DOI_10.1038_s41586-021-03929-x,A_exclude,Megakaryocyte,CD41,exclude,pass,include,appended,M01381,CD41 (ITGA2B) is the positive marker used to identify megakaryocyte colonies.
DOI_10.1038_s41586-021-03929-x,A_exclude,Monocyte,CD14,exclude,pass,include,appended,M01382,CD14 is used in the figure legend to label monocytic colony outputs.
DOI_10.1038_s41586-021-03929-x,A_exclude,Myeloid colony,CD14,exclude,pass,include,appended,M01383,CD14 is used to identify monocyte/macrophage-containing myeloid colonies.
DOI_10.1038_s41586-021-03929-x,A_exclude,Myeloid colony,CD45,exclude,pass,include,appended,M01384,CD45 positivity is part of the flow-based identification of myeloid colonies.
DOI_10.1038_s41586-021-03929-x,A_exclude,NK colony,CD56,exclude,pass,include,appended,M01385,CD56 (NCAM1) is the positive marker used to identify NK colonies.
DOI_10.1038_s41586-021-03929-x,A_exclude,NK colony,CD45,exclude,pass,include,appended,M01386,CD45 positivity is part of the flow-based identification of NK colonies.
DOI_10.1038_s41586-021-03929-x,A_exclude,sinusoidal endothelial cells,CTSL,exclude,pass,include,appended,M01387,Author explicitly declares CTSL as a characteristic sinusoidal endothelial cell gene and uses it to define the cluster.
DOI_10.1038_s41586-021-03929-x,A_exclude,sinusoidal endothelial cells,SELENOP,exclude,pass,include,appended,M01388,Author explicitly declares SELENOP as a characteristic sinusoidal endothelial cell gene and uses it to define the cluster.
DOI_10.1038_s41586-021-03929-x,A_exclude,sinusoidal endothelial cells,STAB2,exclude,pass,include,appended,M01389,Author explicitly declares STAB2 as a characteristic sinusoidal endothelial cell gene and uses it to define the cluster.
DOI_10.1038_s41586-021-03929-x,A_exclude,tip endothelial cells,CD34,exclude,pass,include,appended,M01390,CD34 is used to separate the non-sinusoidal/tip endothelial cluster from sinusoidal endothelial cells.
DOI_10.1038_s41586-021-03929-x,new_finding,tip endothelial cells,DLL4,never_reported,pass,include,appended,M01391,Author explicitly declares DLL4 as a canonical tip endothelial cell marker and uses it to annotate the cell type.
DOI_10.1038_s41586-021-03929-x,new_finding,tip endothelial cells,PDGFB,never_reported,pass,include,appended,M01392,Author explicitly declares PDGFB as a canonical tip endothelial cell marker and uses it to annotate the cell type.
DOI_10.1038_s41586-021-03929-x,new_finding,tip endothelial cells,UNC5B,never_reported,pass,include,appended,M01393,Author explicitly declares UNC5B as a canonical tip endothelial cell marker and uses it to annotate the cell type.
DOI_10.1038_s41586-021-03929-x,A_exclude,tip endothelial cells,VIM,exclude,pass,include,appended,M01394,"VIM is used with CD34 to distinguish the non-sinusoidal endothelial cluster, contributing to annotation of tip ECs."
DOI_10.1038_s41586-021-03929-x,A_exclude,VEGFR2hiCD34hi diaphyseal sinusoids,CD34,exclude,pass,include,appended,M01395,CD34 is part of the marker combination defining diaphyseal sinusoids in the figure legend.
DOI_10.1038_s41586-021-03929-x,A_exclude,VEGFR2hiCD34hi diaphyseal sinusoids,VEGFR2,exclude,pass,include,appended,M01396,VEGFR2 (KDR) is part of the marker combination defining diaphyseal sinusoids in the figure legend.
DOI_10.1038_s41586-021-03929-x,A_exclude,VEGFR2hiCD34lo cells,CD34,exclude,pass,include,appended,M01397,CD34 is part of the marker combination used to identify and name this endothelial population.
DOI_10.1038_s41586-021-03929-x,A_exclude,VEGFR2hiCD34lo cells,VEGFR2,exclude,pass,include,appended,M01398,VEGFR2 (KDR) is used to identify and name this endothelial population.
DOI_10.1038_s41588-025-02182-6,A_exclude,Airway progenitor cells,SCGB3A2,exclude,pass,include,appended,M01399,作者用 SCGB3A2+ 命名/识别 airway progenitors，并用于新数据映射的细胞身份注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Alveolar type 1 cells,CAV1,never_reported,pass,include,appended,M01400,CAV1 在 Fig.4d 中被列为 AT1 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Alveolar type 1 cells,HOPX,never_reported,pass,include,appended,M01401,HOPX 在 Fig.4d 中被列为 AT1 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Alveolar type 2 cells,SFTPB,never_reported,pass,include,appended,M01402,SFTPB 在 Fig.1j marker heatmap 中作为 AT2 marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Alveolar type 2 cells,SFTPC,never_reported,pass,include,appended,M01403,SFTPC 在 Fig.4d 中被列为 AT2 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Alveolar type 2 cells,SFTPD,never_reported,pass,include,appended,M01404,SFTPD 在 Fig.4d 中被列为 AT2 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Basal cells,KRT14,never_reported,pass,include,appended,M01405,KRT14 在 Fig.1j marker heatmap 中作为 Basal cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,basal cells,TP63,exclude,pass,include,appended,M01406,作者明确将 TP63 作为 basal cells 的 marker，并在 Fig.1j/Supplementary Table 5 中展示；符合 marker 身份和注释用途。
DOI_10.1038_s41588-025-02182-6,new_finding,Biliary cells,KRT7,never_reported,pass,include,appended,M01407,KRT7 在 Fig.1j marker heatmap 中作为 Biliary cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Chief cells,PGC,never_reported,pass,include,appended,M01408,PGC 在 Fig.1j marker heatmap 中作为 Chief cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Ciliated cells,FOXJ1,never_reported,pass,include,appended,M01409,FOXJ1 在 Fig.4d 中被列为 Ciliated cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Club cells,SCGB1A1,never_reported,pass,include,appended,M01410,SCGB1A1 在 Fig.4d/Fig.1j 中被列为 Club cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Colonocytes,CEACAM5,never_reported,pass,include,appended,M01411,CEACAM5 在 Fig.3d 中被列为 Colonocyte marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Cycling stromal cells,DLK1,never_reported,pass,include,appended,M01412,DLK1 在 Fig.3d 中被列为 Cycling stromal cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Cycling stromal cells,MKI67,never_reported,pass,include,appended,M01413,MKI67 在 Fig.3d 中被列为 Cycling stromal cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Cycling stromal cells,TOP2A,never_reported,pass,include,appended,M01414,TOP2A 在 Fig.1j marker heatmap 中作为 Cycling stromal cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Endothelial,ESAM,never_reported,pass,include,appended,M01415,ESAM 在 Fig.1j 的 marker heatmap 中展示，作为内皮/淋巴内皮相关 marker；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Enterocytes,FABP2,never_reported,pass,include,appended,M01416,FABP2 在 Fig.1j marker heatmap 中作为肠上皮吸收细胞 marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Enterocytes,RBP2,never_reported,pass,include,appended,M01417,RBP2 在 Fig.3d 中被列为 Enterocyte marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Enterocytes,SI,never_reported,pass,include,appended,M01418,SI 在 Fig.3d marker 面板中被列为 Enterocyte marker，用于肠器官图谱注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Epithelial,CDH1,never_reported,pass,include,appended,M01419,Fig.3d marker 面板将 CDH1 列为 Epithelial 类 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Epithelial,CDX2,never_reported,pass,include,appended,M01420,CDX2 在 Fig.3d 的 level-1 marker 面板中作为 Epithelial marker 展示，且 Fig.2e 用于对应细胞类型鉴定；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Epithelial,EPCAM,never_reported,pass,include,appended,M01421,Fig.1j 将 EPCAM 列为图谱细胞类型的 marker，且图谱注释依据 marker 表达；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Goblet cells,MUC13,never_reported,pass,include,appended,M01422,MUC13 在 Fig.1j marker heatmap 中作为 Goblet cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Goblet cells,SPDEF,never_reported,pass,include,appended,M01423,SPDEF 在 Fig.3d 中被列为 Goblet cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Goblet cells,TFF3,never_reported,pass,include,appended,M01424,TFF3 在 Fig.1j marker heatmap 中作为 Goblet cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Hepatocytes,ASGR1,never_reported,pass,include,appended,M01425,ASGR1 在 Fig.1j marker heatmap 中作为 Hepatocyte marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Hepatocytes,RBP4,never_reported,pass,include,appended,M01426,RBP4 在 Fig.1j marker heatmap 中作为 Hepatocyte marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Immune,PTPRC,never_reported,pass,include,appended,M01427,PTPRC 在 Fig.1j marker heatmap 中作为免疫细胞 marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Interstitial cells of Cajal,KCNN3,never_reported,pass,include,appended,M01428,KCNN3 在 Fig.3d 中被列为 ICC marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Kupffer cells,CD14,never_reported,pass,include,appended,M01429,CD14 在 Fig.1j marker heatmap 中作为 Kupffer cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Lymphatic endothelium,PROX1,never_reported,pass,include,appended,M01430,PROX1 在 Fig.1j marker heatmap 中作为 Lymphatic endothelium marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Mesenchymal,DCN,never_reported,pass,include,appended,M01431,DCN 在多个 marker 面板中被列为 Mesenchymal marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Mesenchymal,POSTN,never_reported,pass,include,appended,M01432,POSTN 在多个 marker 面板中被列为 Mesenchymal marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Mesoderm 1,PITX2,never_reported,pass,include,appended,M01433,PITX2 在 Fig.3d 中与 HAND1 同列为 Mesoderm 1 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Mesoderm 1 (HAND1),HAND1,exclude,pass,include,appended,M01434,HAND1 被用于命名和区分 Mesoderm 1 亚型，并出现在图谱 marker 集合中；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Mesoderm 2 (ZEB2),ZEB2,exclude,pass,include,appended,M01435,ZEB2 被用于命名和区分 Mesoderm 2 亚型，并出现在图谱 marker 集合中；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Microfold cells,LTB,never_reported,pass,include,appended,M01436,LTB 在 Fig.3d 中被列为 Microfold cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Microfold cells,SPIB,never_reported,pass,include,appended,M01437,SPIB 在 Fig.3d/Fig.1j 中被列为 Microfold cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,mLTo cells,APLNR,never_reported,pass,include,appended,M01438,APLNR 在 Fig.3d 中被列为 mLTo cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,MUC2+ goblet,MUC2,exclude,fail_citation,include,appended,M01439,虽然 'MUC2+ goblet' 标签来自参考图谱，但 Fig.3d 是本文自身的肠器官图谱 marker 面板，并将 MUC2 作为 Goblet 细胞 marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Neck cells,MUC6,never_reported,pass,include,appended,M01440,MUC6 在 Fig.1j marker heatmap 中作为 Neck cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Neural,ASCL1,never_reported,pass,include,appended,M01441,ASCL1 与 ELAVL3 同在 Fig.3d level-1 Neural marker 面板，用于 Neural 类注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Neural,ELAVL3,exclude,pass,include,appended,M01442,作者在 Fig.3d 中将 ELAVL3 作为 level-1 Neural 的 marker 展示，且注释流程使用 known marker expression；旧理由认为不能特异对应 Schwann/内分泌不构成排除理由。
DOI_10.1038_s41588-025-02182-6,new_finding,Pancreatic cells,PDX1,never_reported,pass,include,appended,M01443,PDX1 在 Fig.1j marker heatmap 中作为 Pancreatic cell marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Paneth cells,DEFA5,never_reported,pass,include,appended,M01444,DEFA5 在 Fig.3d/Fig.1j 中被列为 Paneth cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Paneth cells,DEFA6,never_reported,pass,include,appended,M01445,DEFA6 在 Fig.3d/Fig.1j 中被列为 Paneth cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Progenitor cells,AFP,exclude,pass,include,appended,M01446,作者用 AFP（与 FABP1 一起）定义 progenitor cells，并在 Fig.4d 肺器官图谱 marker 面板中展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Progenitor cells,FABP1,exclude,pass,include,appended,M01447,作者用 FABP1（与 AFP 一起）定义 progenitor cells，并在 Fig.4d 肺器官图谱 marker 面板中展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,stem cells,OLFM4,exclude,pass,include,appended,M01448,作者明确将 OLFM4 作为 stem cells 的 marker，并关联到展示 marker 表达的 Fig.1j/Supplementary Table 5；注释流程基于 known marker expression，符合双重门槛。旧排除理由仅为范围问题，不成立。
DOI_10.1038_s41588-025-02182-6,new_finding,Stromal 1,ADAM28,never_reported,pass,include,appended,M01449,ADAM28 在 Fig.3d 中与 ADAMDEC1 同列为 Stromal 1 marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Stromal 1 (ADAMDEC1),ADAMDEC1,exclude,pass,include,appended,M01450,ADAMDEC1 直接作为细胞类型名称用于命名/分类，且在图谱 marker 面板中展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Stromal 2 (NPY),NPY,exclude,pass,include,appended,M01451,NPY 被用于命名和区分 Stromal 2 亚型，并出现在图谱 marker 集合中；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,A_exclude,Stromal 3 (C7),C7,exclude,pass,include,appended,M01452,C7 直接作为细胞类型名称用于命名/分类，并出现在 marker 面板中；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Thyrocytes,PAX8,never_reported,pass,include,appended,M01453,PAX8 在 Fig.1j marker heatmap 中作为 Thyrocyte marker 展示；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Tuft cells,AVIL,never_reported,pass,include,appended,M01454,AVIL 在 Fig.3d/Fig.1j 中被列为 Tuft cell marker，用于注释；符合双重门槛。
DOI_10.1038_s41588-025-02182-6,new_finding,Tuft cells,POU2F3,never_reported,pass,include,appended,M01455,POU2F3 在 Fig.3d 中被列为 Tuft cell marker，用于注释；符合双重门槛。
DOI_10.1126_science.abl4290,new_finding,Alveolar fibroblasts,FGFR4,never_reported,pass,include,appended,M01456,"FGFR4 is described as specifically expressed by alveolar fibroblasts and is shown in Fig. 4B, a figure of marker genes distinguishing tissue-enriched fibroblasts. Satisfies marker identity and annotat"
DOI_10.1126_science.abl4290,A_exclude,CD14+ monocytes,CD14,exclude,pass,include,appended,M01457,CD14+ monocytes is an annotated cell subset; CD14 is used in the subset name and displayed as a marker gene in Fig. 3B. Satisfies both marker identity and annotation use.
DOI_10.1126_science.abl4290,new_finding,CD16+ monocytes,CD16,never_reported,pass,include,appended,M01458,CD16+ monocytes are an annotated myeloid subset; CD16 (encoded by FCGR3A) is used in the subset name and shown as a marker gene in Fig. 3B.
DOI_10.1126_science.abl4290,A_exclude,CD207/Langerin+ Langerhans cells,CD207/Langerin,exclude,pass,include,appended,M01459,CD207 (Langerin) is used to name the Langerhans cell subset; Fig. 3B shows marker genes for Langerhans cells. CD207/Langerin resolves to CD207.
DOI_10.1126_science.abl4290,A_exclude,Fast myocytes,MYH2,exclude,pass,include,appended,M01460,MYH2 is explicitly described as the type 2 fiber marker for fast myocytes and is concordant with previously reported markers used for fast/slow myocyte annotation (figs. S9C/D). Satisfies both criteri
DOI_10.1126_science.abl4290,A_exclude,Mo/MΦ FCGR3Ahigh,FCGR3A,exclude,pass,include,appended,M01461,FCGR3A is used to name and distinguish the Mo/MΦ FCGR3Ahigh subset; Fig. 3B shows it as a marker gene. Satisfies both criteria.
DOI_10.1126_science.abl4290,A_exclude,Mo/MΦ FCGR3Alow,FCGR3A,exclude,pass,include,appended,M01462,FCGR3A is used to name and distinguish the Mo/MΦ FCGR3Alow subset; Fig. 3B shows it as a marker gene. Satisfies both criteria.
DOI_10.1126_science.abl4290,new_finding,MΦ HLAIIhigh,APOE,never_reported,pass,include,appended,M01463,"APOE is listed as a component of the HLAIIhigh macrophage marker panel in Fig. 3B, a figure explicitly showing marker genes associated with each subset."
DOI_10.1126_science.abl4290,new_finding,MΦ HLAIIhigh,C1QA,never_reported,pass,include,appended,M01464,C1QA is listed as a component of the HLAIIhigh macrophage marker panel in Fig. 3B.
DOI_10.1126_science.abl4290,new_finding,MΦ HLAIIhigh,C1QB,never_reported,pass,include,appended,M01465,C1QB is listed as a component of the HLAIIhigh macrophage marker panel in Fig. 3B.
DOI_10.1126_science.abl4290,new_finding,MΦ HLAIIhigh,C1QC,never_reported,pass,include,appended,M01466,C1QC is listed as a component of the HLAIIhigh macrophage marker panel in Fig. 3B.
DOI_10.1126_science.abl4290,A_exclude,MΦ LYVE1high,LYVE1,exclude,pass,include,appended,M01467,LYVE1 is used to name the MΦ LYVE1high subset and is shown as a marker gene in Fig. 3B. Satisfies both criteria.
DOI_10.1126_science.abl4290,A_exclude,PPARGhigh lung macrophages,PPARG,exclude,pass,include,appended,M01468,"PPARG is used in the subset name 'PPARGhigh lung macrophages', identifying this macrophage state. Satisfies marker identity and annotation use."
DOI_10.1126_science.abl4290,new_finding,Slow myocytes,MYH7,never_reported,pass,include,appended,M01469,MYH7 is explicitly described as a type 1 fiber marker and is concordant with previously reported markers used to define slow myocytes. Satisfies both criteria.
DOI_10.1126_science.abl4290,new_finding,Slow myocytes,PPARGC1A,never_reported,pass,include,appended,M01470,PPARGC1A is described alongside MYH7 as a type 1 fiber marker and disease gene expressed in slow myocytes; satisfies marker identity and annotation use.
DOI_10.1126_science.abo0510,A_exclude,B cells,CD20,exclude,pass,include,appended,M01471,CD20 is explicitly used as a FACS gating marker to identify B cells; formal marker used for cell classification.
DOI_10.1126_science.abo0510,A_exclude,B cells,CCR10,exclude,pass,include,appended,M01472,CCR10 is explicitly used to define and sort a B-cell subset (CCR10hi B cells); formal marker used for classification.
DOI_10.1126_science.abo0510,A_exclude,B cells,CD27,exclude,pass,include,appended,M01473,CD27 is explicitly used to define and sort a B-cell subset (CCR10loCD27+CD43+); formal marker used for classification.
DOI_10.1126_science.abo0510,A_exclude,B cells,CD43,exclude,pass,include,appended,M01474,CD43 is explicitly used to define and sort a B-cell subset (CCR10loCD27+CD43+); formal marker used for classification.
DOI_10.1126_science.abo0510,new_finding,CD45+ immune cells (leukocytes),CD45,never_reported,pass,include,appended,M01475,CD45 is explicitly used as a FACS marker to identify and sort immune (CD45+) cells from non-immune cells in the developing human immune atlas; formal pan-immune marker satisfying both gates.
DOI_10.1126_science.abo0510,A_exclude,Cycling B cells,MKI67,exclude,pass,include,appended,M01476,MKI67 is explicitly declared as a marker for cycling B cells in the B-cell characterization/annotation marker panel.
DOI_10.1126_science.abo0510,A_exclude,Cycling B cells,MS4A1,exclude,pass,include,appended,M01477,MS4A1 is presented as a marker gene for cycling B cells in the B-cell marker panel.
DOI_10.1126_science.abo0510,A_exclude,human embryonic mesodermal progenitors (hEMPs),CD326,exclude,pass,include,appended,M01478,"CD326 is explicitly used as a FACS marker to isolate and identify hEMPs; this is a formal marker for the named progenitor population, satisfying both gates."
DOI_10.1126_science.abo0510,A_exclude,human embryonic mesodermal progenitors (hEMPs),CD56,exclude,pass,include,appended,M01479,CD56 is explicitly used as a FACS marker to isolate and identify hEMPs; formal marker for the named progenitor population.
DOI_10.1126_science.abo0510,A_exclude,Immature B cells,CD19,exclude,pass,include,appended,M01480,"fig. S25 explicitly presents CD19 as a marker gene characterizing immature B cells, and the Methods state that B cell subsets were annotated manually using marker panels; annotation-use gate met."
DOI_10.1126_science.abo0510,A_exclude,Immature B cells,CD24,exclude,pass,include,appended,M01481,"fig. S25 explicitly presents CD24 as a marker gene characterizing immature B cells, with supporting Methods statement on marker-panel-based B cell annotation."
DOI_10.1126_science.abo0510,A_exclude,Immature B cells,VPREB3,exclude,pass,include,appended,M01482,fig. S25 explicitly presents VPREB3 as a marker gene characterizing immature B cells; annotation-use gate met via marker-panel-based B cell annotation.
DOI_10.1126_science.abo0510,A_exclude,Iron-recycling macrophages,APOE,exclude,pass,include,appended,M01483,APOE is explicitly described as characterizing iron-recycling macrophages and used in their annotation.
DOI_10.1126_science.abo0510,A_exclude,Iron-recycling macrophages,CD5L,exclude,pass,include,appended,M01484,CD5L is explicitly described as characterizing iron-recycling macrophages and used in their annotation.
DOI_10.1126_science.abo0510,A_exclude,Iron-recycling macrophages,SLC40A1,exclude,pass,include,appended,M01485,SLC40A1 is explicitly used to annotate iron-recycling macrophages as a defining marker.
DOI_10.1126_science.abo0510,A_exclude,Iron-recycling macrophages,TIMD4,exclude,pass,include,appended,M01486,TIMD4 is explicitly used as a defining marker for iron-recycling macrophages in the annotation methods.
DOI_10.1126_science.abo0510,A_exclude,Iron-recycling macrophages,VCAM1,exclude,pass,include,appended,M01487,VCAM1 is explicitly described as characterizing iron-recycling macrophages and used in their annotation.
DOI_10.1126_science.abo0510,A_exclude,Kupffer-like macrophages,ENG,exclude,pass,include,appended,M01488,ENG is explicitly used as an endothelial transcript marker to annotate Kupffer-like macrophages.
DOI_10.1126_science.abo0510,A_exclude,Kupffer-like macrophages,KDR,exclude,pass,include,appended,M01489,KDR is explicitly used as an endothelial transcript marker to annotate Kupffer-like macrophages.
DOI_10.1126_science.abo0510,A_exclude,LYVE1hi macrophages,F13A1,exclude,pass,include,appended,M01490,F13A1 is explicitly listed as a marker gene used to define and annotate LYVE1hi macrophages in the Methods.
DOI_10.1126_science.abo0510,A_exclude,LYVE1hi macrophages,LYVE1,exclude,pass,include,appended,M01491,LYVE1 is explicitly listed as a marker gene used to define and annotate LYVE1hi macrophages.
DOI_10.1126_science.abo0510,A_exclude,LYVE1hi macrophages,SPP1,exclude,pass,include,appended,M01492,SPP1 is explicitly listed as a marker gene used to define and annotate LYVE1hi macrophages.
DOI_10.1126_science.abo0510,A_exclude,Mature B cells,MS4A1,exclude,pass,include,appended,M01493,MS4A1 is presented as a marker gene for mature B cells (among others) in the B-cell characterization/annotation marker panel.
DOI_10.1126_science.abo0510,A_exclude,MHC class IIhi macrophages,CLEC7A,exclude,pass,include,appended,M01494,CLEC7A is explicitly used as a defining marker for MHC class IIhi macrophages.
DOI_10.1126_science.abo0510,A_exclude,MHC class IIhi macrophages,HLA-DPA1,exclude,pass,include,appended,M01495,HLA-DPA1 is explicitly used as a defining marker for MHC class IIhi macrophages.
DOI_10.1126_science.abo0510,A_exclude,MHC class IIhi macrophages,HLA-DRA,exclude,pass,include,appended,M01496,HLA-DRA is explicitly used as a defining marker for MHC class IIhi macrophages.
DOI_10.1126_science.abo0510,A_exclude,Osteoclasts,ACP5,exclude,pass,include,appended,M01497,ACP5 is explicitly used as a characteristic marker to annotate osteoclasts.
DOI_10.1126_science.abo0510,A_exclude,Osteoclasts,MMP9,exclude,pass,include,appended,M01498,MMP9 is explicitly used as a characteristic marker to annotate osteoclasts.
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,CD38,exclude,pass,include,appended,M01499,CD38 is explicitly presented as a marker for plasma B cells in the B-cell marker panel.
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,JCHAIN,exclude,pass,include,appended,M01500,JCHAIN is explicitly presented as a marker for plasma B cells in the B-cell marker panel.
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,MS4A1,exclude,pass,include,appended,M01501,MS4A1lo is explicitly used as a negative/low marker for plasma B cells in the B-cell marker panel.
DOI_10.1126_science.abo0510,A_exclude,Plasma B cells,SDC1,exclude,pass,include,appended,M01502,SDC1 is explicitly presented as a marker for plasma B cells in the B-cell marker panel.
DOI_10.1126_science.abo0510,A_exclude,Plasma cells,CD38,exclude,pass,include,appended,M01503,"CD38 is explicitly used as a marker to exclude plasma cells, indicating its use in identifying/classifying plasma cells."
DOI_10.1126_science.abo0510,A_exclude,Plasma cells,CD20,exclude,pass,include,appended,M01504,CD20lo is explicitly used as a negative feature to classify/exclude plasma cells from B-cell gating; formal negative marker for plasma cells.
